Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,LZJ-A1-,LZJ-B1-,LZJ-C1-,LZJ-D1-,LZJ-QC3-,LZJ-A1-,LZJ-B1-,LZJ-C1-,LZJ-D1-,LZJ-QC3-,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
11.14_435.2200m/z,,435.2200099,1,11.13863333,0.157816667,0,2.142315715,Condition 1,Condition 2,100,46.26143128,---,46.26143128,21.59412404,32.08006466,22.91850317,33.44691442,39.58395386,20.17232573,33.58216086,24.80521645,33.44691442,,,,,,,,,,
11.14_571.2142m/z,,571.2142309,1,11.13863333,0.481683333,0,1.407672279,Condition 3,Condition 1,100 - 23.3,229.1553981,---,162.7903039,195.1825837,229.1553981,206.6840335,177.3278562,139.292791,182.3313901,239.8852222,223.698823,177.3278562,,,,,,,,,,
11.14_627.4056m/z,,627.4056323,1,11.13863333,0.264166667,0,3.093501252,Condition 1,Condition 2,100 - 15.3,148.9662042,---,148.9662042,48.15456408,53.91459582,75.19429039,83.727999,127.4640925,44.98397573,56.43905798,81.38448809,83.727999,,,,,,,,,,
11.14_637.1604m/z,,637.1604135,1,11.13863333,0.31735,0,2.785891986,Condition 4,Condition 1,100 - 23.7 - 30.5,335.7997142,---,120.5357982,219.946119,298.065753,335.7997142,273.2040941,103.1373942,205.464447,312.022191,363.4436565,273.2040941,,,,,,,,,,
11.14_743.4080m/z,,743.4080356,1,11.13863333,0.400583333,0,1.469784675,Condition 3,Condition 4,100 - 39.3,479.2719822,---,363.129259,330.6173251,479.2719822,326.0831265,368.278518,310.7143777,308.8488498,501.7131034,352.9271729,368.278518,,,,,,,,,,
11.14_827.2039m/z,,827.2038542,1,11.13863333,0.270616667,0,2.66619139,Condition 1,Condition 3,100 - 39.4 - 10.6,636.4152056,---,636.4152056,412.8483142,238.698245,285.1946091,384.4687931,544.5536257,385.6655938,249.8748972,308.672602,384.4687931,,,,,,,,,,
11.14_893.1821m/z,,893.1821217,1,11.13863333,0.164433333,0,53.47255343,Condition 1,Condition 3,100 - 25.5,165.9471835,---,165.9471835,78.25135455,3.103408624,10.94055282,30.16826272,141.9939995,73.09913612,3.248720622,11.84120877,30.16826272,,,,,,,,,,
11.14_971.4751m/z,,971.4751197,1,11.13863333,0.354133333,0,1.961058667,Condition 4,Condition 2,100 - 38.5 - 36.5 - 11.7,432.7513343,---,316.2998734,220.672304,408.7274071,432.7513343,276.1541852,270.6444493,206.1428186,427.8653948,468.3765965,276.1541852,,,,,,,,,,
11.20_421.2139m/z,,421.2138878,1,11.20011667,0.211166667,0,2.144339311,Condition 4,Condition 1,100 - 11.3,69.22092423,---,32.28077006,35.32486466,45.10206527,69.22092423,41.74068086,27.62129223,32.9990082,47.21389519,74.91937824,41.74068086,,,,,,,,,,
11.20_568.3360m/z,,568.3360452,1,11.20011667,0.1946,0,15.53481465,Condition 3,Condition 1,100,38.67787976,---,2.489754827,12.6119217,38.67787976,34.97008588,21.91900195,2.130378102,11.78152872,40.48890778,37.84891809,21.91900195,,,,,,,,,,
11.20_622.2569m/z,,622.2569417,1,11.20011667,0.669766667,0,2.792988241,Condition 4,Condition 2,100,79.46886342,---,48.65095734,28.4529889,56.01781705,79.46886342,47.23651123,41.62857044,26.57958984,58.64075907,86.01095555,47.23651123,,,,,,,,,,
11.20_843.4632m/z,,843.4632189,1,11.20011667,0.8607,0,2.386285291,Condition 4,Condition 2,100 - 38,1746.550445,---,758.7081696,731.9118347,1385.803517,1746.550445,1282.113762,649.1945525,683.7213635,1450.691484,1890.33121,1282.113762,,,,,,,,,,
11.20_867.4349m/z,,867.4349282,1,11.20011667,1.340216667,0,5.340090747,Condition 2,Condition 3,100 - 39.7,2707.561506,---,2511.307752,2707.561506,507.0253736,513.7562624,1123.930875,2148.820031,2529.290493,530.7660017,556.0500698,1123.930875,,,,,,,,,,
11.20_935.4166m/z,,935.4166448,1,11.20011667,0.211166667,0,4.423306472,Condition 1,Condition 4,100,124.793551,---,124.793551,79.89534405,44.39471001,28.21272996,54.25543213,106.7805735,74.63488221,46.47341919,30.53527832,54.25543213,,,,,,,,,,
11.20_973.4140m/z,,973.4139912,1,11.20011667,0.231283333,0,Infinity,Condition 3,Condition 1,100 - 35.7,236.0001285,---,0,19.09067625,236.0001285,120.6552538,88.33256622,0,17.83370972,247.0504458,130.5879211,88.33256622,,,,,,,,,,
11.20_1047.4476m/z,,1047.447601,1,11.20011667,0.617633333,0,4.841436378,Condition 1,Condition 3,100 - 36.2 - 39.7,625.9608913,---,625.9608913,256.0483074,129.2923923,233.5484099,236.2973073,535.6083103,239.1895985,135.3462956,252.7747477,236.2973073,,,,,,,,,,
11.20_1345.5750m/z,,1345.574955,1,11.20011667,0.342366667,0,5.167727105,Condition 4,Condition 1,100 - 61.6 - 35.2 - 13.6,662.6577387,---,128.2300178,244.7033469,314.9699689,662.6577387,316.3652987,109.7210131,228.5916118,329.717919,717.209519,316.3652987,,,,,,,,,,
11.20_1447.5685m/z,,1447.568484,1,11.20011667,0.145,0,10.63171462,Condition 4,Condition 3,100 - 73.5 - 34.6 - 9.62 - 0.668,688.6539311,---,230.4450884,617.0079776,64.77355308,688.6539311,237.1938491,197.1821341,576.3829956,67.80646803,745.3457884,237.1938491,,,,,,,,,,
11.25_525.1018m/z,,525.1018408,1,11.24685,0.3891,0,1.808025012,Condition 1,Condition 3,100 - 24.9,538.7651944,---,538.7651944,422.134048,297.9854763,345.0068955,401.9795313,460.9986333,394.3399371,311.9381555,373.4087978,401.9795313,,,,,,,,,,
11.25_799.4355m/z,,799.4355176,1,11.24685,0.244166667,0,5.225484537,Condition 3,Condition 1,100 - 16.1,249.7491481,---,47.79444782,58.99051315,249.7491481,245.5694243,176.0106611,40.89569139,55.10646526,261.4432406,265.7853646,176.0106611,,,,,,,,,,
11.25_855.1999m/z,,855.1999056,1,11.24685,0.182683333,0,Infinity,Condition 1,Condition 2,100 - 42.9 - 19.3,304.6573788,---,304.6573788,0,0.008199688,0.073052296,0,260.6824581,0,0.008583625,0.079066158,0,,,,,,,,,,
11.25_1053.4506m/z,,1053.45062,1,11.24685,0.342366667,0,4.720436941,Condition 4,Condition 1,100 - 28.9,161.0903485,---,34.126152,48.85057074,138.7678638,161.0903485,97.57043475,29.20030766,45.63415599,145.2654405,174.3517425,97.57043475,,,,,,,,,,
11.25_1287.5390m/z,,1287.538968,1,11.24685,0.5966,0,23.6381819,Condition 3,Condition 2,100 - 59.8,1038.267201,---,105.5543817,43.9233104,1038.267201,210.4821794,383.7712204,90.31842855,41.03131587,1086.882352,227.8096426,383.7712204,,,,,,,,,,
11.28_255.0307m/z,,255.0307464,1,11.28363333,0.3891,0,1.862695803,Condition 1,Condition 3,100 - 18 - 0.687,632.5350806,---,632.5350806,573.4839056,339.5804509,435.3574233,500.4620281,541.2335665,535.7246315,355.4807462,471.1972259,500.4620281,,,,,,,,,,
11.28_298.0492m/z,,298.0492296,1,11.28363333,0.231133333,0,1.97254435,Condition 1,Condition 3,100,484.8854666,---,484.8854666,348.4119631,245.8172697,307.834232,404.3712412,414.8960247,325.471855,257.3272585,333.1759799,404.3712412,,,,,,,,,,
11.28_425.1469m/z,,425.1468793,1,11.28363333,0.342366667,0,4.796332268,Condition 4,Condition 1,100 - 19.2,261.4165614,---,54.50343029,90.66217266,176.8764597,261.4165614,130.7187392,46.63628448,84.6928023,185.1584086,282.937081,130.7187392,,,,,,,,,,
11.28_503.2353m/z,,503.235279,1,11.28363333,0.277866667,0,4.519924251,Condition 1,Condition 3,100,704.1831719,---,704.1831719,541.5296671,155.7953481,247.5588136,464.0754548,602.5398137,505.874321,163.0902087,267.9385258,464.0754548,,,,,,,,,,
11.28_519.2443m/z,,519.2442802,1,11.28363333,0.4423,0,4.405092646,Condition 3,Condition 1,100 - 92.1 - 45.1,473.1362754,---,107.4066571,261.5409764,473.1362754,467.2137761,266.0170123,91.9033424,244.3206197,495.2901022,505.6760799,266.0170123,,,,,,,,,,
11.28_547.1079m/z,,547.1079159,1,11.28363333,0.749316667,0,3.015089852,Condition 1,Condition 3,100 - 21.5 - 4.16 - 0.531,6608.593694,---,6608.593694,5559.818866,2191.839719,2605.972314,4363.276354,5654.694647,5193.749788,2294.469004,2820.503015,4363.276354,,,,,,,,,,
11.28_1095.2211m/z,,1095.221135,1,11.28363333,0.547,0,3.627034983,Condition 1,Condition 3,100 - 52.9 - 17.7 - 3.96 - 0.651 - 0.086,127715.3217,---,127715.3217,111327.7108,35212.04573,46009.64747,82178.2913,109280.6094,103997.682,36860.79178,49797.2863,82178.2913,,,,,,,,,,
11.33_227.1297m/z,,227.1296568,1,11.33008333,0.280883333,0,8.901063295,Condition 3,Condition 1,100 - 12 - 0.938,592.5370158,---,66.56923967,97.96902114,592.5370158,292.3484075,254.7944055,56.96048822,91.51855394,620.2815857,316.4153205,254.7944055,,,,,,,,,,
11.33_549.2570m/z,,549.2569895,1,11.33008333,0.231133333,0,Infinity,Condition 3,Condition 1,100 - 27.8,88.01358452,---,0,2.059382029,88.01358452,41.47140531,24.97887683,0,1.923788388,92.13467566,44.88544375,24.97887683,,,,,,,,,,
11.33_1117.2057m/z,,1117.205668,1,11.33008333,0.646533333,0,2.900057372,Condition 1,Condition 3,100 - 47.7 - 12.3 - 2.85,3411.938102,---,3411.938102,2540.00057,1176.507105,1469.605143,2240.429528,2919.451402,2372.762088,1231.595112,1590.587019,2240.429528,,,,,,,,,,
11.38_183.1400m/z,,183.1400257,1,11.3828,0.327616667,0,5.275449592,Condition 3,Condition 2,100 - 10.9,283.0331385,---,101.7991761,53.65099857,283.0331385,161.0317577,127.4456228,87.10525759,50.1185145,296.2856991,174.2883283,127.4456228,,,,,,,,,,
11.38_381.1534m/z,,381.153383,1,11.3828,0.147766667,0,Infinity,Condition 3,Condition 1,100,55.96770069,---,0,6.187539446,55.96770069,29.66929564,16.74889718,0,5.780140048,58.5882961,32.11175243,16.74889718,,,,,,,,,,
11.38_841.2102m/z,,841.2102288,1,11.3828,0.5966,0,8.392410497,Condition 1,Condition 2,100 - 39 - 8.52 - 0.703,3250.416361,---,3250.416361,387.3042628,753.102215,831.1457541,748.6917554,2781.244066,361.8034115,788.3649859,899.5679243,748.6917554,,,,,,,,,,
11.38_885.2085m/z,,885.208523,1,11.3828,0.653166667,0,8.37371351,Condition 1,Condition 2,100 - 38.3 - 12.8 - 1.26,3775.655828,---,3775.655828,450.8938386,1056.359365,1314.392227,858.5965697,3230.669306,421.2061283,1105.821652,1422.596556,858.5965697,,,,,,,,,,
11.38_1149.3816m/z,,1149.38161,1,11.3828,0.231283333,0,Infinity,Condition 4,Condition 1,100 - 42.1,82.32739357,---,0,6.658705317,81.33328703,82.32739357,39.92388916,0,6.220283459,85.14158424,89.10480765,39.92388916,,,,,,,,,,
11.38_1255.5135m/z,,1255.513468,1,11.3828,0.4953,0,3.431874007,Condition 3,Condition 2,100 - 62.8 - 83.6,391.6075982,---,205.7339943,114.1089671,391.6075982,320.9023864,214.3106438,176.037894,106.5958151,409.9439791,347.3199402,214.3106438,,,,,,,,,,
11.38_1433.3191m/z,,1433.319082,1,11.3828,0.280883333,0,18.85350778,Condition 1,Condition 2,100 - 62.5 - 23.8 - 4.63,2504.816945,---,2504.816945,132.8568123,177.1261677,214.4820436,394.1631781,2143.266121,124.1092664,185.4198088,232.1387864,394.1631781,,,,,,,,,,
11.43_271.0612m/z,,271.0612083,1,11.4314,0.389033333,0,2.319868407,Condition 3,Condition 1,100 - 13.9,343.3854552,---,148.0193679,166.9532112,343.3854552,288.6316158,239.7215672,126.6539246,155.9606934,359.4639136,312.3925523,239.7215672,,,,,,,,,,
11.43_343.2133m/z,,343.2133451,1,11.4314,1.657933333,0,1.534822767,Condition 1,Condition 4,100 - 18.7 - 5.77,1273.810481,---,1273.810481,918.7082328,1208.268399,829.9397875,956.7496416,1089.945856,858.2187306,1264.843577,898.2626793,956.7496416,,,,,,,,,,
11.43_549.3648m/z,,549.3648279,1,11.4314,0.144933333,0,70.58541387,Condition 4,Condition 1,100 - 23 - 17.3,171.0429692,---,2.423205586,51.06073666,145.5101029,171.0429692,76.05151151,2.073434726,47.69880037,152.3233738,185.1236898,76.05151151,,,,,,,,,,
11.43_601.2516m/z,,601.2516232,1,11.4314,0.870683333,0,36.63269556,Condition 4,Condition 1,100 - 27.6,1745.03453,---,47.63598485,287.769946,1652.530644,1745.03453,811.9008486,40.76010132,268.8226239,1729.90767,1888.690501,811.9008486,,,,,,,,,,
11.43_727.2874m/z,,727.2873836,1,11.4314,0.19435,0,8.036457033,Condition 3,Condition 2,100 - 20.4,247.790518,---,114.2409649,30.8333034,247.790518,128.5701306,115.4157547,97.7511711,28.8031799,259.3929009,139.154372,115.4157547,,,,,,,,,,
11.43_769.1945m/z,,769.194511,1,11.4314,0.3058,0,1.258199747,Condition 2,QC,100 - 34.9 - 8.53 - 1.15 - 0.148,14253.54701,---,11688.67632,14253.54701,11921.65136,14246.65225,11328.52478,10001.5069,13315.06629,12479.86305,15419.47526,11328.52478,,,,,,,,,,
11.43_791.1794m/z,,791.1794006,1,11.4314,0.2506,0,1.52880218,Condition 2,Condition 3,100 - 34.7 - 8.54,527.0846149,---,506.6397464,527.0846149,344.7696646,470.0136483,410.6906883,433.5102436,492.3803585,360.9129363,508.7064451,410.6906883,,,,,,,,,,
11.43_811.1742m/z,,811.1742407,1,11.4314,0.501533333,0,34.5343968,Condition 1,Condition 4,100 - 35.5 - 5.47,1269.284357,---,1269.284357,477.7307739,80.24850827,36.75420668,284.8658951,1086.073043,446.2760686,84.00601251,39.77991254,284.8658951,,,,,,,,,,
11.43_832.1920m/z,,832.1920456,1,11.4314,0.2506,0,1.684970889,Condition 2,Condition 3,100 - 41 - 10.8 - 1.07,875.172662,---,827.5447732,875.172662,519.3992773,808.3342193,642.3362551,708.0951282,817.5496248,543.719293,874.8784821,642.3362551,,,,,,,,,,
11.43_983.4499m/z,,983.4499005,1,11.4314,0.916933333,0,1.711862019,Condition 4,Condition 3,100 - 46.3,1508.977273,---,948.231108,1264.256368,881.4830027,1508.977273,1053.378064,811.3613303,1181.015318,922.7569926,1633.20037,1053.378064,,,,,,,,,,
11.43_1071.3855m/z,,1071.385548,1,11.4314,0.2506,0,3.297396278,Condition 3,Condition 2,100 - 31.7 - 26.2,173.2250259,---,68.75000444,52.53388166,173.2250259,133.2973536,99.78303605,58.82647657,49.0749507,181.3360024,144.2707529,99.78303605,,,,,,,,,,
11.43_1197.2977m/z,,1197.297682,1,11.4314,0.1479,0,621.0987507,Condition 1,Condition 3,100 - 53.6 - 22,314.4113461,---,314.4113461,131.6927057,0.506217966,10.53145924,72.81684856,269.0285162,123.0218068,0.529920788,11.3984375,72.81684856,,,,,,,,,,
11.43_1339.3031m/z,,1339.303149,1,11.4314,0.19765,0,643.2423587,Condition 1,Condition 3,100 - 50.7,122.4083444,---,122.4083444,75.03436933,0.190298948,17.04160367,37.23807395,104.7396529,70.09396335,0.199209383,18.44451465,37.23807395,,,,,,,,,,
11.48_403.1974m/z,,403.1973926,1,11.47798333,0.197883333,0,9.063396275,Condition 1,Condition 2,100 - 17.8,56.93695566,---,56.93695566,6.282077263,31.48162834,14.06772119,41.61075647,48.71854941,5.868453314,32.95570374,15.22581411,41.61075647,,,,,,,,,,
11.48_517.1972m/z,,517.1972175,1,11.47798333,0.302833333,0,7.110248217,Condition 4,Condition 1,100 - 19.2 - 24.6,288.0910027,---,40.51771386,72.28145746,189.2809404,288.0910027,146.665923,34.66929732,67.52230845,198.1437087,311.8074346,146.665923,,,,,,,,,,
11.48_559.2376m/z,,559.237587,1,11.47798333,1.354766667,0,2.065816056,Condition 3,Condition 1,100 - 27.9,1354.425274,---,655.6369188,1072.370633,1354.425274,1265.599345,996.7674142,561.0008342,1001.763705,1417.844007,1369.786912,996.7674142,,,,,,,,,,
11.48_807.2916m/z,,807.2916247,1,11.47798333,0.2506,0,1.833036094,Condition 3,QC,100 - 20.3,175.0119991,---,117.3631342,122.2973606,175.0119991,144.9870862,95.47657006,100.4226795,114.2450691,183.2066477,156.9228159,95.47657006,,,,,,,,,,
11.48_1155.2461m/z,,1155.246104,1,11.47798333,0.197883333,0,2.76984852,Condition 4,Condition 1,100 - 48.8 - 17.3,433.0574019,---,156.3469622,312.3271217,308.9572603,433.0574019,358.0909186,133.7794955,291.7629083,323.4236752,468.7078604,358.0909186,,,,,,,,,,
11.48_1435.5976m/z,,1435.597574,1,11.47798333,0.149283333,0,2.040417472,Condition 3,Condition 4,100 - 76.1 - 38.9,106.9919555,---,57.30225627,105.1466905,106.9919555,52.43630627,103.4297146,49.03112172,98.22363186,112.0016776,56.75300506,103.4297146,,,,,,,,,,
11.53_289.1821m/z,,289.1820878,1,11.52773333,0.20765,0,9.558713863,Condition 1,Condition 2,100 - 18.5,71.22514656,---,71.22514656,7.451331589,14.22792072,16.15652335,22.5115415,60.9443512,6.960721706,14.89411967,17.48657212,22.5115415,,,,,,,,,,
11.53_345.0997m/z,,345.0997214,1,11.52773333,0.253083333,0,316.4153788,Condition 4,Condition 2,100 - 20,354.2760619,---,21.55009174,1.119655003,29.51604501,354.2760619,140.756458,18.43950378,1.045934782,30.89808521,383.4410271,140.756458,,,,,,,,,,
11.53_533.1290m/z,,533.1290145,1,11.52773333,0.62275,0,1.669994427,Condition 4,Condition 1,100 - 22.5 - 5.11 - 0.507,5103.208031,---,3055.823389,4246.494122,4442.056694,5103.208031,4326.0229,2614.739075,3966.89685,4650.048682,5523.317941,4326.0229,,,,,,,,,,
11.53_677.1798m/z,,677.1798326,1,11.52773333,0.204483333,0,40.90633002,Condition 4,Condition 1,100 - 13.6,122.8988878,---,3.004397796,12.93923224,13.57967883,122.8988878,20.59711847,2.570736366,12.08728851,14.21552493,133.0162571,20.59711847,,,,,,,,,,
11.53_713.2654m/z,,713.2654482,1,11.52773333,0.302833333,0,2.190765134,Condition 3,Condition 2,100 - 31.2 - 6.39,537.2036123,---,464.329085,245.2127815,537.2036123,248.7063744,384.6145573,397.3067968,229.0675043,562.3572867,269.1805569,384.6145573,,,,,,,,,,
11.53_739.1856m/z,,739.1855863,1,11.52773333,0.254233333,0,1.594890172,Condition 3,Condition 2,100 - 31.6 - 8.71 - 0.623,1352.898997,---,854.8080138,848.2709472,1352.898997,1069.367224,1018.657492,731.4231324,792.4191702,1416.246264,1157.400431,1018.657492,,,,,,,,,,
11.53_981.6531m/z,,981.6530616,1,11.52773333,0.149283333,0,4.405859102,Condition 4,Condition 1,100 - 47.3,87.44929748,---,19.84840991,82.18221676,37.29256392,87.44929748,48.86561154,16.98344648,76.77118286,39.03872681,94.64836057,48.86561154,,,,,,,,,,
11.53_1027.6208m/z,,1027.6208,1,11.52773333,0.1579,0,317.9525447,Condition 4,Condition 1,100 - 62.7,112.6479961,---,0.354291853,101.7505488,48.35706146,112.6479961,35.92993116,0.303152582,95.05109856,50.62130122,121.9214844,35.92993116,,,,,,,,,,
11.53_1213.5063m/z,,1213.506314,1,11.52773333,0.600016667,0,2.861085406,Condition 3,Condition 4,100 - 52.3,472.7065991,---,168.7129305,189.8253406,472.7065991,165.2193249,253.5760688,144.3605326,177.3268781,494.8403071,178.8206273,253.5760688,,,,,,,,,,
11.53_1243.5185m/z,,1243.518541,1,11.52773333,0.254233333,0,3.748512584,Condition 3,Condition 1,100 - 60 - 50.4 - 11.6 - 39,532.5534002,---,142.0705916,286.3472991,532.5534002,476.1054355,365.9807858,121.5638078,267.4936468,557.4893361,515.2997248,365.9807858,,,,,,,,,,
11.53_1487.5602m/z,,1487.560221,1,11.52773333,0.204483333,0,73.61772878,Condition 2,Condition 3,100 - 76.6 - 35.3,347.6095279,---,253.3134822,347.6095279,4.72181815,15.28688042,173.4996675,216.7496533,324.7222536,4.942909508,16.54533783,173.4996675,,,,,,,,,,
11.58_377.2203m/z,,377.2202749,1,11.58068333,0.1579,0,Infinity,Condition 3,Condition 1,100,32.05675745,---,0,0,32.05675745,24.59383876,20.47757816,0,0,33.55776232,26.61847019,20.47757816,,,,,,,,,,
11.58_527.1780m/z,,527.1780241,1,11.58068333,0.517216667,0,26.8715603,Condition 4,Condition 1,100 - 22.8 - 4.98,429.846048,---,15.99631891,76.23861504,383.1271553,429.846048,206.400738,13.68737482,71.21891922,401.0664533,465.2321392,206.400738,,,,,,,,,,
11.58_561.2410m/z,,561.2410138,1,11.58068333,1.134583333,0,1.207812287,Condition 2,Condition 4,100 - 26.1 - 9.8,1192.688208,---,1019.737808,1192.688208,1082.02293,987.4781207,1004.156872,872.5465952,1114.159341,1132.686871,1068.769995,1004.156872,,,,,,,,,,
11.58_583.2336m/z,,583.2336051,1,11.58068333,0.455083333,0,3.517618702,Condition 3,Condition 1,100,111.9192928,---,31.81677785,43.86750762,111.9192928,80.75626523,68.5969012,27.22427368,40.97918725,117.1597293,87.40433976,68.5969012,,,,,,,,,,
11.58_667.1682m/z,,667.1682196,1,11.58068333,0.302833333,0,1.661415666,Condition 2,Condition 4,100 - 24.2,216.8149071,---,145.6523907,216.8149071,151.3825372,130.500098,198.2904931,124.6286022,202.5394001,158.4707752,141.2432196,198.2904931,,,,,,,,,,
11.58_745.3979m/z,,745.3979235,1,11.58068333,0.408566667,0,5.034283294,Condition 4,Condition 1,100 - 33.7 - 20.3 - 6.29 - 16.1 - 5.77,5574.08859,---,1107.225848,2077.319725,2525.594855,5574.08859,2345.375357,947.4064176,1940.545032,2643.851675,6032.962664,2345.375357,,,,,,,,,,
11.58_835.2749m/z,,835.2749054,1,11.58068333,0.10815,0,13.97399223,Condition 1,Condition 2,100 - 30.8,145.9531019,---,145.9531019,10.44462452,34.33994824,18.1532036,51.14882815,124.885908,9.75693052,35.94785976,19.6476245,51.14882815,,,,,,,,,,
11.58_909.4445m/z,,909.4445004,1,11.58068333,0.402366667,0,140.7961522,Condition 2,Condition 3,100 - 45.9 - 45.7 - 16.2 - 9.34,54219.67918,---,35783.18797,54219.67918,385.0934725,1408.622826,17002.25449,30618.16339,50649.75209,403.1248401,1524.584473,17002.25449,,,,,,,,,,
11.58_1045.4580m/z,,1045.45799,1,11.58068333,0.302833333,0,1.765751353,Condition 2,Condition 4,100 - 31.6 - 22.4,223.8624361,---,197.1373032,223.8624361,132.6066263,126.7802716,185.7239039,168.6820683,209.1229063,138.8157131,137.217167,185.7239039,,,,,,,,,,
11.58_1259.6511m/z,,1259.651075,1,11.58068333,0.10815,0,16.2130816,Condition 1,Condition 4,100 - 55.6 - 10.1,135.7901214,---,135.7901214,51.24347144,11.14046939,8.375343118,74.32946682,116.1898746,47.86950355,11.66210352,9.064824054,74.32946682,,,,,,,,,,
11.58_1479.5402m/z,,1479.540206,1,11.58068333,0.1579,0,Infinity,Condition 1,Condition 3,100 - 80.5 - 41.7,195.3339763,---,195.3339763,148.586333,0,0,107.0338123,167.1390376,138.8031254,0,0,107.0338123,,,,,,,,,,
11.64_305.1771m/z,,305.1770573,1,11.63588333,0.30725,0,6.217909195,Condition 1,Condition 4,100 - 23.1 - 48.4,201.652963,---,201.652963,49.65225203,57.34827306,32.43099195,78.06531538,172.5459278,46.38305306,60.0335115,35.10079906,78.06531538,,,,,,,,,,
11.64_507.3531m/z,,507.3530788,1,11.63588333,0.52135,0,1.484861676,Condition 4,Condition 1,100 - 24.1 - 4.06,600.8975921,---,404.6825384,496.2245094,597.5041984,600.8975921,464.9472535,346.2697648,463.5521412,625.4813484,650.3651098,464.9472535,,,,,,,,,,
11.64_543.3175m/z,,543.3175098,1,11.63588333,0.40695,0,2.633146579,Condition 4,Condition 1,100 - 19.5,206.4322663,---,78.39755978,87.25434062,198.928077,206.4322663,129.3790789,67.08148241,81.50934842,208.2425566,223.4263297,129.3790789,,,,,,,,,,
11.64_570.3505m/z,,570.3505477,1,11.63588333,0.257433333,0,1.540472594,Condition 2,Condition 1,100 - 26 - 3.97,242.9934496,---,157.7395472,242.9934496,223.5343052,227.1442132,178.8954815,134.9710717,226.9942974,234.0009308,245.8433403,178.8954815,,,,,,,,,,
11.64_597.2850m/z,,597.2850462,1,11.63588333,0.210916667,0,23.92211475,Condition 3,Condition 1,100 - 17.4,86.38308023,---,3.611013538,22.75312388,86.38308023,78.56600524,37.69534659,3.089791848,21.25501481,90.42782569,85.03377164,37.69534659,,,,,,,,,,
11.64_849.3824m/z,,849.382407,1,11.63588333,0.8337,0,5.387248022,Condition 4,Condition 2,100 - 38.2,571.848503,---,168.9419065,106.1485383,475.1922119,571.848503,321.6556,144.5564576,99.1595161,497.4423046,618.924621,321.6556,,,,,,,,,,
11.64_991.4702m/z,,991.4702043,1,11.63588333,0.210916667,0,1.843943152,Condition 1,Condition 4,100 - 30.3,79.05624186,---,79.05624186,51.69423681,63.40160869,42.87347024,56.66905452,67.64508886,48.29058967,66.37028459,46.40293046,56.66905452,,,,,,,,,,
11.64_1055.4685m/z,,1055.468495,1,11.63588333,0.210916667,0,1.661515468,Condition 4,Condition 1,100 - 58.7 - 60.8 - 20.2,181.8295107,---,109.4359422,135.2347862,177.889132,181.8295107,134.4657197,93.63971602,126.3306699,186.2184976,196.7982087,134.4657197,,,,,,,,,,
11.64_1297.5238m/z,,1297.523816,1,11.63588333,0.260666667,0,2.310038312,Condition 4,Condition 2,93.4 - 60.1 - 100 - 29.5,186.238971,---,155.4609392,80.62159403,130.8167475,186.238971,115.2467374,133.021363,75.31331452,136.9420262,201.5706676,115.2467374,,,,,,,,,,
11.69_697.2682m/z,,697.2681569,1,11.68563333,0.210916667,0,3.827252138,Condition 3,Condition 2,100 - 30.3,73.25234082,---,42.28834865,19.13966945,73.25234082,62.16790001,39.58805863,36.18435477,17.87947711,76.68226103,67.28572996,39.58805863,,,,,,,,,,
11.69_811.9454m/z,,811.9453906,1,11.68563333,0.149283333,0,Infinity,Condition 4,Condition 1,100,96.40132321,---,0,0,19.61369501,96.40132321,23.5496521,0,0,20.53207397,104.3373413,23.5496521,,,,,,,,,,
11.69_970.4639m/z,,970.463942,1,11.68563333,0.570033333,0,1.607622164,Condition 4,Condition 1,100,54.6798777,---,34.01289116,46.70463912,46.42833412,54.6798777,52.92130519,29.10339514,43.6295166,48.6022644,59.18127337,52.92130519,,,,,,,,,,
11.74_315.0883m/z,,315.0882994,1,11.73865,0.4251,0,67.02023353,Condition 4,Condition 2,100 - 14,252.4517919,---,4.890162589,3.766799645,183.9090272,252.4517919,172.4077808,4.184305693,3.518786372,192.5202645,273.2343073,172.4077808,,,,,,,,,,
11.74_545.3105m/z,,545.3105351,1,11.73865,0.257433333,0,1.880276985,Condition 3,Condition 2,100 - 16.1,120.2753453,---,87.20358279,63.96682309,120.2753453,115.4210303,100.5462117,74.61642456,59.75512546,125.9070402,124.9228022,100.5462117,,,,,,,,,,
11.74_631.2965m/z,,631.2965398,1,11.73865,0.621133333,0,2.542466587,Condition 1,Condition 2,100 - 27.5 - 56.4 - 9.77,476.4495776,---,476.4495776,187.3965936,385.9383443,274.4121769,307.8096673,407.6777906,175.0580444,404.0092716,297.0025308,307.8096673,,,,,,,,,,
11.74_687.3758m/z,,687.3758116,1,11.73865,0.6692,0,1.806844581,Condition 4,Condition 1,100 - 45.6 - 60.4 - 18,1392.454409,---,770.6553309,850.0875769,1139.427378,1392.454409,925.8166973,659.417234,794.1161896,1192.779189,1507.085028,925.8166973,,,,,,,,,,
